frame,found,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
554,0,18,awning-tricycle,,,,,,,
555,0,18,awning-tricycle,,,,,,,
556,0,18,awning-tricycle,,,,,,,
557,0,18,awning-tricycle,,,,,,,
558,0,18,awning-tricycle,,,,,,,
559,0,18,awning-tricycle,,,,,,,
560,0,18,awning-tricycle,,,,,,,
561,0,18,awning-tricycle,,,,,,,
562,0,18,awning-tricycle,,,,,,,
563,0,18,awning-tricycle,,,,,,,
564,0,18,awning-tricycle,,,,,,,
565,0,18,awning-tricycle,,,,,,,
566,0,18,awning-tricycle,,,,,,,
567,0,18,awning-tricycle,,,,,,,
568,0,18,awning-tricycle,,,,,,,
569,0,18,awning-tricycle,,,,,,,
570,0,18,awning-tricycle,,,,,,,
571,0,18,awning-tricycle,,,,,,,
572,0,18,awning-tricycle,,,,,,,
573,0,18,awning-tricycle,,,,,,,
574,0,18,awning-tricycle,,,,,,,
575,0,18,awning-tricycle,,,,,,,
576,0,18,awning-tricycle,,,,,,,
577,0,18,awning-tricycle,,,,,,,
